name,site,category,phone,adress,city,postal_code,latitude,longitude,rating,reviews,working_hours,location_link
Via Farm 13,https://viafarm.mk/,Pharmacy,+389 70 358 673,"ASNOM 1-5/4, Ohrid 6000",Ohrid,6000,41.1088457,20.8145062,Not available,Not available,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Via+Farm+13/@41.108845699999996,20.8145062,14z/data=!4m8!1m2!2m1!1sVia+Farm+13!3m4!1s0x1350db8a190807a1:0x56badba8ecbda44a!8m2!3d41.108845699999996!4d20.8145062"
PZU Tanja Farm,Not available,Pharmacy,+389 71 944 955,"Momchilo Jordanoski 40, Ohrid 6000",Ohrid,6000,41.1186233,20.8206151,5,3,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-12:30PM""}","https://www.google.com/maps/place/PZU+Tanja+Farm/@41.118623299999996,20.820615099999998,14z/data=!4m8!1m2!2m1!1sPZU+Tanja+Farm!3m4!1s0x1350db66191eae07:0xc2798f0c106bdad8!8m2!3d41.118623299999996!4d20.820615099999998"
Kami Farm,Not available,Pharmacy,+389 46 258 002,"MK, Dimitar Vlahov, Ohrid 6000",Ohrid,6000,41.1121366,20.8074638,5,1,"{""Monday"": ""7:30AM-9PM"", ""Tuesday"": ""7:30AM-9PM"", ""Wednesday"": ""7:30AM-9PM"", ""Thursday"": ""7:30AM-9PM"", ""Friday"": ""7:30AM-9PM"", ""Saturday"": ""7:30AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Kami+Farm/@41.1121366,20.8074638,14z/data=!4m8!1m2!2m1!1sKami+Farm!3m4!1s0x1350dca7545d56db:0x5ece66f7175f33f7!8m2!3d41.1121366!4d20.8074638"
Apteka Teadra,Not available,Pharmacy,+389 78 391 510,"Naum Ohridski, Peshtani",Peshtani,Not available,41.0231722,20.8082855,Not available,Not available,"{""Monday"": ""8AM-4:30PM"", ""Tuesday"": ""8AM-4:30PM"", ""Wednesday"": ""8AM-4:30PM"", ""Thursday"": ""8AM-4:30PM"", ""Friday"": ""8AM-4:30PM"", ""Saturday"": ""8AM-1:30PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Apteka+Teadra/@41.0231722,20.8082855,14z/data=!4m8!1m2!2m1!1sApteka+Teadra!3m4!1s0x1350c7cf1163c1cb:0x2790fee2c9a9ba8c!8m2!3d41.0231722!4d20.8082855"
Kami Farm Plus,http://kamifarmplus.com.mk/,Pharmacy,+389 46 260 005,"Boulevard Turistichka 47, Ohrid 6000",Ohrid,6000,41.111612,20.8089021,5,3,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Kami+Farm+Plus/@41.111612,20.808902099999997,14z/data=!4m8!1m2!2m1!1sKami+Farm+Plus!3m4!1s0x1350db58b66f1f77:0xc2b1301997e377f9!8m2!3d41.111612!4d20.808902099999997"
Apteka Nelifarm,Not available,Pharmacy,+389 46 260 226,"4R85+9QX, Ohrid",Ohrid,Not available,41.1159852,20.8094714,5,3,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Apteka+Nelifarm/@41.1159852,20.8094714,14z/data=!4m8!1m2!2m1!1sApteka+Nelifarm!3m4!1s0x1350db5fc3bcc2db:0xd0bb8c6b787e866c!8m2!3d41.1159852!4d20.8094714"
Apteki Bruno 3,https://aptekibruno.mk/,Pharmacy,+389 45 224 340,"Boris Kidrich, Kichevo",Kichevo,Not available,41.5074908,20.9540787,4,2,"{""Monday"": ""7:30AM-10:30PM"", ""Tuesday"": ""7:30AM-10:30PM"", ""Wednesday"": ""7:30AM-10:30PM"", ""Thursday"": ""7:30AM-10:30PM"", ""Friday"": ""7:30AM-10:30PM"", ""Saturday"": ""7:30AM-10:30PM"", ""Sunday"": ""7:30AM-10:30PM""}","https://www.google.com/maps/place/Apteki+Bruno+3/@41.5074908,20.9540787,14z/data=!4m8!1m2!2m1!1sApteki+Bruno+3!3m4!1s0x135137178b774f01:0xc5c113850d5ad25f!8m2!3d41.5074908!4d20.9540787"
Apteka ANIFARM,Not available,Pharmacy,+389 46 260 714,"Jane Sandanski 62, Ohrid 6000",Ohrid,6000,41.1143867,20.811448,Not available,Not available,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-12PM""}","https://www.google.com/maps/place/Apteka+ANIFARM/@41.1143867,20.811448,14z/data=!4m8!1m2!2m1!1sApteka+ANIFARM!3m4!1s0x1350db2c97505df5:0xd753c612f37c06f8!8m2!3d41.1143867!4d20.811448"
Apteka Grashnica,https://zk.mk/grashnica,Pharmacy,+389 46 272 585,"Goce Delchev 171, Ohrid 6000",Ohrid,6000,41.1189963,20.7906948,4.7,3,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""8AM-1PM,5-10PM""}","https://www.google.com/maps/place/Apteka+Grashnica/@41.1189963,20.7906948,14z/data=!4m8!1m2!2m1!1sApteka+Grashnica!3m4!1s0x1350dd1cc1c85209:0x7255e3429b802c5!8m2!3d41.1189963!4d20.7906948"
Linova,Not available,Pharmacy,+389 45 222 324,"Маршал Тито, Kichevo 6250",Kichevo,6250,41.5092449,20.9615298,5,2,"{""Monday"": ""7:30AM-11PM"", ""Tuesday"": ""7:30AM-11PM"", ""Wednesday"": ""7:30AM-11PM"", ""Thursday"": ""7:30AM-11PM"", ""Friday"": ""7:30AM-11PM"", ""Saturday"": ""7:30AM-11PM"", ""Sunday"": ""8AM-10PM""}","https://www.google.com/maps/place/Linova/@41.5092449,20.961529799999997,14z/data=!4m8!1m2!2m1!1sLinova!3m4!1s0x135136486ee9e0a1:0xc2448557004d6e37!8m2!3d41.5092449!4d20.961529799999997"
Una Farm Pharmacy,Not available,Pharmacy,+389 72 313 189,"6000,Not available, Nikola Karev, Ohrid 6000",Ohrid,6000,41.1120984,20.8100987,5,1,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Una+Farm+Pharmacy/@41.1120984,20.810098699999998,14z/data=!4m8!1m2!2m1!1sUna+Farm+Pharmacy!3m4!1s0x1350db5f2daecbe3:0xae2edf7014949101!8m2!3d41.1120984!4d20.810098699999998"
Apteka Planta,Not available,Pharmacy,+389 46 250 533,"7-mi Noemvri 97, Ohrid 6000",Ohrid,6000,41.1197645,20.8062227,5,4,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""9AM-2PM""}","https://www.google.com/maps/place/Apteka+Planta/@41.119764499999995,20.8062227,14z/data=!4m8!1m2!2m1!1sApteka+Planta!3m4!1s0x1350dde6be4fac81:0x56267ed5897aabca!8m2!3d41.119764499999995!4d20.8062227"
Galium Pharm,Not available,Pharmacy,+389 46 250 202,"Partizanska 4, Ohrid 6000",Ohrid,6000,41.1132237,20.8013259,4,6,"{""Monday"": ""8AM-11PM"", ""Tuesday"": ""8AM-11PM"", ""Wednesday"": ""8AM-11PM"", ""Thursday"": ""8AM-11PM"", ""Friday"": ""8AM-11PM"", ""Saturday"": ""8AM-11PM"", ""Sunday"": ""8AM-11PM""}","https://www.google.com/maps/place/Galium+Pharm/@41.1132237,20.8013259,14z/data=!4m8!1m2!2m1!1sGalium+Pharm!3m4!1s0x1350dca401449039:0x45bb3da838cf2857!8m2!3d41.1132237!4d20.8013259"
Apteki Bruno 5,http://www.aptekibruno.mk/,Pharmacy,+389 45 223 834,"MK, Goce Delchev, Kichevo 6250",Kichevo,6250,41.5180491,20.9562788,Not available,Not available,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM"", ""Sunday"": ""7AM-10PM""}","https://www.google.com/maps/place/Apteki+Bruno+5/@41.5180491,20.9562788,14z/data=!4m8!1m2!2m1!1sApteki+Bruno+5!3m4!1s0x1351371d18f77861:0x9372125aea4edbdf!8m2!3d41.5180491!4d20.9562788"
Aquafarm,Not available,Pharmacy,+389 46 611 599,"4RF9+JPV, Risto Chado, Ohrid",Ohrid,Not available,41.1241219,20.8192956,Not available,Not available,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Aquafarm/@41.1241219,20.8192956,14z/data=!4m8!1m2!2m1!1sAquafarm!3m4!1s0x1350db65571b4a61:0xaf3fdd07c0dbe90b!8m2!3d41.1241219!4d20.8192956"
Zegin Farm Ohrid 1,http://www.zegin.com.mk/,Pharmacy,+389 46 261 430,"4Q9X+3QM, Boulevard Turistichka, Ohrid",Ohrid,Not available,41.1177056,20.7994151,4.4,16,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-9PM""}","https://www.google.com/maps/place/Zegin+Farm+Ohrid+1/@41.1177056,20.799415099999997,14z/data=!4m8!1m2!2m1!1sZegin+Farm+Ohrid+1!3m4!1s0x1350dca2689e2cdf:0xbd2d8ddf132f24d4!8m2!3d41.1177056!4d20.799415099999997"
Аптека Маја Фарм,Not available,Pharmacy,+389 46 257 447,"4R92+38G, Ohrid",Ohrid,Not available,41.1176761,20.8008231,Not available,Not available,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""9AM-2PM""}","https://www.google.com/maps/place/%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%9C%D0%B0%D1%98%D0%B0+%D0%A4%D0%B0%D1%80%D0%BC/@41.1176761,20.8008231,14z/data=!4m8!1m2!2m1!1s%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%9C%D0%B0%D1%98%D0%B0+%D0%A4%D0%B0%D1%80%D0%BC!3m4!1s0x1350dd05c63493b5:0x480a270bcaa9af06!8m2!3d41.1176761!4d20.8008231"
Аптека Аплек,Not available,Pharmacy,+389 45 228 590,"GX43+27X, Mara Ugrinova - Gina, Kichevo 6250",Kichevo,6250,41.5051177,20.953221,4,1,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-9PM""}","https://www.google.com/maps/place/%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%90%D0%BF%D0%BB%D0%B5%D0%BA/@41.5051177,20.953221,14z/data=!4m8!1m2!2m1!1s%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%90%D0%BF%D0%BB%D0%B5%D0%BA!3m4!1s0x1351364d019adc27:0x60c75a16d7cb8116!8m2!3d41.5051177!4d20.953221"
Zegin Farm Ohrid 2,http://zegin.com.mk/,Pharmacy,Not available,"46, Димитар Влахов, Ohrid",Ohrid,Not available,41.1132109,20.8048734,3.9,16,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""9AM-10PM"", ""Sunday"": ""8AM-9PM""}","https://www.google.com/maps/place/Zegin+Farm+Ohrid+2/@41.1132109,20.804873399999998,14z/data=!4m8!1m2!2m1!1sZegin+Farm+Ohrid+2!3m4!1s0x1350dca0d422d209:0xfe1981c5dc830d3c!8m2!3d41.1132109!4d20.804873399999998"
Apteka LunaFarm,Not available,Pharmacy,+389 46 551 255,"Dame Gruev, Ohrid",Ohrid,Not available,41.1151504,20.8049941,5,5,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-3PM""}","https://www.google.com/maps/place/Apteka+LunaFarm/@41.1151504,20.8049941,14z/data=!4m8!1m2!2m1!1sApteka+LunaFarm!3m4!1s0x1350dca0ff3519af:0xf30402759e005366!8m2!3d41.1151504!4d20.8049941"
Ohrid Dentist Abroad,https://dentaltourismohrid.com/contact.html,Pharmacy,+389 46 230 079,"Marko Nestoroski No.147, Ohrid 6000",Ohrid,6000,41.1204272,20.8136396,Not available,Not available,Not available,"https://www.google.com/maps/place/Ohrid+Dentist+Abroad/@41.120427199999995,20.8136396,14z/data=!4m8!1m2!2m1!1sOhrid+Dentist+Abroad!3m4!1s0x1350db66ad20cdf5:0x74a3dcf79b25ece1!8m2!3d41.120427199999995!4d20.8136396"
LisaFarm Pharmacy,Not available,Pharmaceutical company,+389 46 611 266,"4QCQ+783, Ohrid",Ohrid,Not available,41.1206297,20.7883042,5,1,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""10AM-2PM""}","https://www.google.com/maps/place/LisaFarm+Pharmacy/@41.120629699999995,20.7883042,14z/data=!4m8!1m2!2m1!1sLisaFarm+Pharmacy!3m4!1s0x1350dcbe1f8ac5f3:0x346928fa33f04b3e!8m2!3d41.120629699999995!4d20.7883042"
Apteka Luna,http://www.aptekaluna.mk/,Pharmaceutical company,+389 46 256 110,"71a, Р1301, Ohrid",Ohrid,1301,41.1162212,20.8033094,5,2,Not available,"https://www.google.com/maps/place/Apteka+Luna/@41.1162212,20.8033094,14z/data=!4m8!1m2!2m1!1sApteka+Luna!3m4!1s0x1350dd80197f6609:0x82409ac9196e4bd4!8m2!3d41.1162212!4d20.8033094"
Zegin Veles 1,http://www.zegin.com.mk/,Pharmacy,+389 43 221 899,"PQ9J+45P, 8 September, Veles 1400",Veles,1400,41.7178323,21.7804411,5,1,Not available,"https://www.google.com/maps/place/Zegin+Veles+1/@41.7178323,21.780441099999997,14z/data=!4m8!1m2!2m1!1sZegin+Veles+1!3m4!1s0x13542bcbecaf5e1f:0xbf646a7f5e8732d7!8m2!3d41.7178323!4d21.780441099999997"
Zegin Farm 2,http://zegin.com.mk/,Pharmacy,Not available,"Благој Ѓорев 94, Veles 1400",Veles,1400,41.7148232,21.7676932,5,1,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-8PM""}","https://www.google.com/maps/place/Zegin+Farm+2/@41.7148232,21.7676932,14z/data=!4m8!1m2!2m1!1sZegin+Farm+2!3m4!1s0x13542a2c808aaab7:0x6f98febdbff9b237!8m2!3d41.7148232!4d21.7676932"
Pharmacy,Not available,Pharmacy,Not available,"PQ8G+RMH, Vasil Gjorgov, Veles 1400",Veles,1400,41.7170534,21.776737,4.7,3,Not available,"https://www.google.com/maps/place/Pharmacy/@41.7170534,21.776737,14z/data=!4m8!1m2!2m1!1sPharmacy!3m4!1s0x13542bccfeaae641:0x6f0bcca4b5236439!8m2!3d41.7170534!4d21.776737"
Аптека,Not available,Pharmacy,Not available,"5, Kole Cvetkov 1, Veles",Veles,Not available,41.7124334,21.7863145,3,1,Not available,"https://www.google.com/maps/place/%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0/@41.712433399999995,21.7863145,14z/data=!4m8!1m2!2m1!1s%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0!3m4!1s0x13542a4aba6e06a3:0xb880810669cb3696!8m2!3d41.712433399999995!4d21.7863145"
Ziva farm 5,Not available,Pharmacy,+389 78 371 585,"Шефки Сали 1, Veles 1400",Veles,1400,41.7173659,21.7785789,5,1,"{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Ziva+farm+5/@41.7173659,21.7785789,14z/data=!4m8!1m2!2m1!1sZiva+farm+5!3m4!1s0x13542b40bbd51091:0x9cd479ebfa05fec2!8m2!3d41.7173659!4d21.7785789"
Аптека Жива Фарм 1,Not available,Pharmacy,+389 71 409 771,"Boris Trajkovski 3/1, Veles 1400",Veles,1400,41.7155373,21.7663889,5,1,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM"", ""Sunday"": ""7AM-10PM""}","https://www.google.com/maps/place/%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%96%D0%B8%D0%B2%D0%B0+%D0%A4%D0%B0%D1%80%D0%BC+1/@41.7155373,21.7663889,14z/data=!4m8!1m2!2m1!1s%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%96%D0%B8%D0%B2%D0%B0+%D0%A4%D0%B0%D1%80%D0%BC+1!3m4!1s0x13542b91a7ea0de7:0xeae21ecee56ecbdd!8m2!3d41.7155373!4d21.7663889"
Travar Lile,http://facebook.com/travarlile,Pharmacy,+389 78 940 519,"26, Slave Petkov, Veles",Veles,Not available,41.712124,21.7797126,Not available,Not available,Not available,"https://www.google.com/maps/place/Travar+Lile/@41.712123999999996,21.7797126,14z/data=!4m8!1m2!2m1!1sTravar+Lile!3m4!1s0x13542a3480d3a71d:0xf1ccaa8c81c6c50f!8m2!3d41.712123999999996!4d21.7797126"
Аптека Жива Фарм 4,Not available,Pharmacy,+389 78 409 774,"Благој Ѓорев 93, Veles 1400",Veles,1400,41.7157825,21.7706408,Not available,Not available,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%96%D0%B8%D0%B2%D0%B0+%D0%A4%D0%B0%D1%80%D0%BC+4/@41.715782499999996,21.7706408,14z/data=!4m8!1m2!2m1!1s%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0+%D0%96%D0%B8%D0%B2%D0%B0+%D0%A4%D0%B0%D1%80%D0%BC+4!3m4!1s0x13542b6c5d6ba181:0x80b933be0bf994b0!8m2!3d41.715782499999996!4d21.7706408"
Arka Pharmacy,http://www.vinica.org/,Pharmacy,+389 33 362 685,"VGJ3+HX2, Vinica",Vinica,Not available,41.8814,22.504895,4,6,"{""Monday"": ""8AM-8:30PM"", ""Tuesday"": ""8AM-8:30PM"", ""Wednesday"": ""8AM-8:30PM"", ""Thursday"": ""8AM-8:30PM"", ""Friday"": ""8AM-8:30PM"", ""Saturday"": ""8AM-8:30PM"", ""Sunday"": ""9AM-12AM""}","https://www.google.com/maps/place/Arka+Pharmacy/@41.8814,22.504894999999998,14z/data=!4m8!1m2!2m1!1sArka+Pharmacy!3m4!1s0x13558c68944658af:0xdcae72a5008eb487!8m2!3d41.8814!4d22.504894999999998"
Zegin Pharmacie,http://www.zegin.com.mk/,Pharmacy,+389 33 353 353,"R1304 31, Vinica",Vinica,1304,41.885482,22.5047443,3,3,"{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-5PM""}","https://www.google.com/maps/place/Zegin+Pharmacie/@41.885481999999996,22.5047443,14z/data=!4m8!1m2!2m1!1sZegin+Pharmacie!3m4!1s0x13558c6bdbfe74ff:0xebedce58a3f56e90!8m2!3d41.885481999999996!4d22.5047443"
Pharmacy Arka Nova,Not available,Pharmacy,+389 33 364 685,"VGP5+9W8, Bulevar Maršal Tito, Vinica",Vinica,Not available,41.8859043,22.5098392,3,1,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""9AM-12AM""}","https://www.google.com/maps/place/Pharmacy+Arka+Nova/@41.8859043,22.5098392,14z/data=!4m8!1m2!2m1!1sPharmacy+Arka+Nova!3m4!1s0x13558c6dad87f757:0x26bf1128f1171c64!8m2!3d41.8859043!4d22.5098392"
Zemjodelska Apteka 6ti Maj,Not available,Pharmacy,+389 70 566 466,"VGJ3+QHH, Vinica",Vinica,Not available,41.8819397,22.5039952,Not available,Not available,Not available,"https://www.google.com/maps/place/Zemjodelska+Apteka+6ti+Maj/@41.8819397,22.5039952,14z/data=!4m8!1m2!2m1!1sZemjodelska+Apteka+6ti+Maj!3m4!1s0x13558d36cbe93b1f:0xa2c9c1d2eb0941ee!8m2!3d41.8819397!4d22.5039952"
Family Pharmacy,Not available,Pharmacy,+389 72 691 183,"Крсте Асенов 3, Скопје 1000 MK, Skopje 1000",Skopje,1000,42.0172515,21.4450868,5,6,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""Closed""}","https://www.google.com/maps/place/Family+Pharmacy/@42.0172515,21.4450868,14z/data=!4m8!1m2!2m1!1sFamily+Pharmacy!3m4!1s0x1354152b53f24e2d:0x8f00f452e0cb38a1!8m2!3d42.0172515!4d21.4450868"
Eurofarm,Not available,Pharmacy,+389 2 310 3963,"Boulevard Krste Petkov Misirkov 1000, Skopje 1000",Skopje,1000,42.0039127,21.439875,5,2,"{""Monday"": ""8AM-7PM"", ""Tuesday"": ""8AM-7PM"", ""Wednesday"": ""8AM-7PM"", ""Thursday"": ""8AM-7PM"", ""Friday"": ""8AM-7PM"", ""Saturday"": ""8AM-4PM"", ""Sunday"": ""8AM-3PM""}","https://www.google.com/maps/place/Eurofarm/@42.0039127,21.439875,14z/data=!4m8!1m2!2m1!1sEurofarm!3m4!1s0x13541586dd286777:0xfa3b3b0c73159ca!8m2!3d42.0039127!4d21.439875"
Herba,Not available,Pharmacy,Not available,"Skopje, 1000",Skopje,1000,42.0211558,21.4446587,Not available,Not available,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""Closed"", ""Saturday"": ""8AM-8PM"", ""Sunday"": ""10AM-5PM""}","https://www.google.com/maps/place/Herba/@42.021155799999995,21.444658699999998,14z/data=!4m8!1m2!2m1!1sHerba!3m4!1s0x135415d17f9bed0f:0x4dd6dc77647d2790!8m2!3d42.021155799999995!4d21.444658699999998"
Apteka „Carpediem“,Not available,Pharmacy,+389 2 262 2022,"Dzon Kenedi, 11А/1-Local 6 MK, Skopje 1000",Skopje,1000,42.0130964,21.4373385,5,1,"{""Monday"": ""8AM-11PM"", ""Tuesday"": ""8AM-11PM"", ""Wednesday"": ""8AM-11PM"", ""Thursday"": ""8AM-11PM"", ""Friday"": ""8AM-11PM"", ""Saturday"": ""8AM-11PM"", ""Sunday"": ""8AM-11PM""}","https://www.google.com/maps/place/Apteka+%E2%80%9ECarpediem%E2%80%9C/@42.013096399999995,21.4373385,14z/data=!4m8!1m2!2m1!1sApteka+%E2%80%9ECarpediem%E2%80%9C!3m4!1s0x13541559b1b09191:0x88aacf4044d41757!8m2!3d42.013096399999995!4d21.4373385"
Zegin,Not available,Pharmacy,+389 2 265 6005,"Kemal Sejfula nr.1/1-4, Skopje, Kemal Sejfula, Skopje 1000",Skopje,1000,42.0203284,21.4431861,4,1,"{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-4PM""}","https://www.google.com/maps/place/Zegin/@42.0203284,21.4431861,14z/data=!4m8!1m2!2m1!1sZegin!3m4!1s0x135415420c0c1ca5:0xaf98025bea794f7c!8m2!3d42.0203284!4d21.4431861"
Derma Pharm,Not available,Pharmacy,+389 2 263 4071,"John Kennedy 25/7 1000, Skopje 1000",Skopje,1000,42.0128022,21.4336623,4,8,"{""Monday"": ""8AM-10:30PM"", ""Tuesday"": ""8AM-10:30PM"", ""Wednesday"": ""8AM-10:30PM"", ""Thursday"": ""8AM-10:30PM"", ""Friday"": ""8AM-10:30PM"", ""Saturday"": ""8AM-10:30PM"", ""Sunday"": ""8AM-10:30PM""}","https://www.google.com/maps/place/Derma+Pharm/@42.012802199999996,21.433662299999998,14z/data=!4m8!1m2!2m1!1sDerma+Pharm!3m4!1s0x13541506d4c6cf69:0x771015c165c6449e!8m2!3d42.012802199999996!4d21.433662299999998"
Zegin,http://www.zegin.com.mk/,Pharmacy,+389 2 261 8986,"2C7Q+8PG, Skopje 1000",Skopje,1000,42.0133189,21.4393396,4,8,Not available,"https://www.google.com/maps/place/Zegin/@42.0133189,21.4393396,14z/data=!4m8!1m2!2m1!1sZegin!3m4!1s0x135415061c38df1f:0x2475644bc7dc2f36!8m2!3d42.0133189!4d21.4393396"
